No.     | Time                       | NetPtc | Tran P | App Portoc | Source IP                               | Source Port                             | Destation IP                            | Destation Port                          | Length
    526 | 2017:03:09 - 21:00:52.9503 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    527 | 2017:03:09 - 21:00:52.9513 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    528 | 2017:03:09 - 21:00:52.9523 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    529 | 2017:03:09 - 21:00:52.9523 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    530 | 2017:03:09 - 21:00:52.9533 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    531 | 2017:03:09 - 21:00:52.9543 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    532 | 2017:03:09 - 21:00:52.9553 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    533 | 2017:03:09 - 21:00:52.9553 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    534 | 2017:03:09 - 21:00:52.9563 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    535 | 2017:03:09 - 21:00:52.9573 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    536 | 2017:03:09 - 21:00:52.9583 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    537 | 2017:03:09 - 21:00:52.9593 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    538 | 2017:03:09 - 21:00:52.9593 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    539 | 2017:03:09 - 21:00:52.9603 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
